Order_ID,Dark_Store_ID,City,Zone,Order_Date,Order_Timestamp,Order_Hour,Day_Type,Time_Period,Promised_SLA_Min,Actual_Delivery_Min,SLA_Met,Delay_Reason,Distance_KM,Item_Count,Order_Value_INR,Rider_ID,Delay_Category
FM132657,DS003,Delhi,Saket,2025-06-13,2025-06-13 11:57:27,11,Weekday,Non-Peak,10.0,5.63,Y,None,1.5,5,363.68,R00312,None
FM132846,DS003,Delhi,Saket,2025-06-13,2025-06-13 12:01:14,12,Weekday,Peak,10.0,6.34,Y,None,1.19,6,441.0,R00324,None
FM132389,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 12:02:02,12,Weekday,Peak,10.0,13.66,N,Packing Station Bottleneck,2.63,5,472.15,R00217,Method
FM132182,DS001,Bengaluru,Koramangala,2025-06-13,2025-06-13 12:02:03,12,Weekday,Peak,10.0,9.55,Y,None,1.78,3,218.81,R00117,None
FM134276,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 12:02:24,12,Weekday,Peak,10.0,10.28,N,Inventory Mismatch / Stockout,3.37,4,147.43,R00912,Material
FM133342,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:02:37,12,Weekday,Peak,10.0,6.54,Y,None,3.39,4,461.56,R00508,None
FM133445,DS006,Mumbai,Powai,2025-06-13,2025-06-13 12:02:39,12,Weekday,Peak,10.0,4.96,Y,None,0.58,5,230.4,R00615,None
FM133707,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 12:03:01,12,Weekday,Peak,10.0,11.86,N,Rider Unavailable at Dispatch,0.49,2,263.74,R00714,Man
FM134094,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 12:03:58,12,Weekday,Peak,10.0,10.41,N,"Incorrect Picking (SKU error, re-pick)",1.18,5,343.42,R00815,Method
FM133909,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 12:04:26,12,Weekday,Peak,10.0,11.41,N,Picker Unavailable / Understaffed,1.42,7,274.45,R00712,Man
FM134185,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 12:05:33,12,Weekday,Peak,10.0,4.81,Y,None,1.95,5,279.27,R00811,None
FM132320,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 12:06:03,12,Weekday,Peak,10.0,11.78,N,Picker Unavailable / Understaffed,2.57,5,581.43,R00202,Man
FM134299,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 12:06:22,12,Weekday,Peak,10.0,3.5,Y,None,2.07,4,1104.77,R00902,None
FM133613,DS006,Mumbai,Powai,2025-06-13,2025-06-13 12:06:49,12,Weekday,Peak,10.0,11.47,N,Picker Unavailable / Understaffed,0.78,3,409.75,R00609,Man
FM134437,DS010,Kolkata,Salt Lake,2025-06-13,2025-06-13 12:07:06,12,Weekday,Peak,10.0,9.76,Y,None,0.76,6,112.62,R01003,None
FM134057,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 12:07:19,12,Weekday,Peak,10.0,3.5,Y,None,1.77,4,91.58,R00810,None
FM133502,DS006,Mumbai,Powai,2025-06-13,2025-06-13 12:07:46,12,Weekday,Peak,10.0,9.38,Y,None,0.53,7,459.2,R00620,None
FM134456,DS010,Kolkata,Salt Lake,2025-06-13,2025-06-13 12:08:20,12,Weekday,Peak,10.0,12.74,N,Rider Unavailable at Dispatch,1.37,10,482.36,R01008,Man
FM133374,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:09:10,12,Weekday,Peak,10.0,18.7,N,Inventory Mismatch / Stockout,0.46,3,527.36,R00512,Material
FM132566,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 12:09:29,12,Weekday,Peak,10.0,11.69,N,Packing Station Bottleneck,2.65,4,519.0,R00201,Method
FM132336,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 12:10:29,12,Weekday,Peak,10.0,14.1,N,Packing Station Bottleneck,1.14,10,565.57,R00217,Method
FM132980,DS004,Delhi,Rohini,2025-06-13,2025-06-13 12:11:10,12,Weekday,Peak,10.0,7.82,Y,None,3.47,4,519.56,R00408,None
FM133932,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 12:11:33,12,Weekday,Peak,10.0,9.67,Y,None,1.31,1,125.02,R00811,None
FM132454,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 12:11:39,12,Weekday,Peak,10.0,8.64,Y,None,3.18,1,195.93,R00206,None
FM132809,DS003,Delhi,Saket,2025-06-13,2025-06-13 12:13:03,12,Weekday,Peak,10.0,9.49,Y,None,1.22,7,503.0,R00309,None
FM132825,DS003,Delhi,Saket,2025-06-13,2025-06-13 12:13:22,12,Weekday,Peak,10.0,8.28,Y,None,0.75,3,219.02,R00306,None
FM134576,DS010,Kolkata,Salt Lake,2025-06-13,2025-06-13 12:13:34,12,Weekday,Peak,10.0,10.81,N,Picker Unavailable / Understaffed,2.41,3,544.15,R01010,Man
FM134293,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 12:13:37,12,Weekday,Peak,10.0,5.32,Y,None,2.23,3,909.67,R00901,None
FM132852,DS003,Delhi,Saket,2025-06-13,2025-06-13 12:14:36,12,Weekday,Peak,10.0,11.92,N,Packing Station Bottleneck,3.13,5,275.37,R00309,Method
FM133199,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:14:39,12,Weekday,Peak,10.0,5.61,Y,None,3.24,3,192.09,R00513,None
FM133776,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 12:15:41,12,Weekday,Peak,10.0,4.54,Y,None,1.79,6,599.42,R00707,None
FM133418,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:16:49,12,Weekday,Peak,10.0,9.75,Y,None,1.34,7,319.47,R00519,None
FM133345,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:16:49,12,Weekday,Peak,10.0,5.03,Y,None,3.05,3,340.86,R00507,None
FM132293,DS001,Bengaluru,Koramangala,2025-06-13,2025-06-13 12:17:29,12,Weekday,Peak,10.0,8.5,Y,None,3.2,6,197.16,R00106,None
FM132473,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 12:17:37,12,Weekday,Peak,10.0,3.82,Y,None,2.23,4,249.36,R00206,None
FM134400,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 12:19:05,12,Weekday,Peak,10.0,5.96,Y,None,0.77,3,254.82,R00918,None
FM132559,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 12:19:12,12,Weekday,Peak,10.0,7.22,Y,None,1.32,4,354.25,R00216,None
FM133395,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:19:41,12,Weekday,Peak,10.0,6.92,Y,None,3.04,4,119.94,R00510,None
FM134045,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 12:19:59,12,Weekday,Peak,10.0,10.37,N,Packing Station Bottleneck,2.41,3,852.52,R00809,Method
FM132609,DS003,Delhi,Saket,2025-06-13,2025-06-13 12:20:01,12,Weekday,Peak,10.0,13.67,N,Packing Station Bottleneck,3.17,4,390.52,R00302,Method
FM133252,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:21:51,12,Weekday,Peak,10.0,10.88,N,Traffic / Road Congestion,2.42,3,705.63,R00512,Environment
FM134650,DS010,Kolkata,Salt Lake,2025-06-13,2025-06-13 12:23:13,12,Weekday,Peak,10.0,7.03,Y,None,1.36,2,108.73,R01002,None
FM133334,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:23:53,12,Weekday,Peak,10.0,6.0,Y,None,1.15,3,344.37,R00509,None
FM133963,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 12:24:31,12,Weekday,Peak,10.0,11.51,N,Picker Unavailable / Understaffed,3.44,2,792.84,R00814,Man
FM133715,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 12:24:49,12,Weekday,Peak,10.0,7.78,Y,None,3.38,3,646.26,R00707,None
FM133227,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:24:54,12,Weekday,Peak,10.0,15.42,N,Rider Unavailable at Dispatch,1.43,2,1017.11,R00501,Man
FM132947,DS004,Delhi,Rohini,2025-06-13,2025-06-13 12:25:07,12,Weekday,Peak,10.0,6.53,Y,None,3.34,3,112.42,R00414,None
FM133924,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 12:26:01,12,Weekday,Peak,10.0,7.76,Y,None,1.21,4,1162.36,R00702,None
FM134592,DS010,Kolkata,Salt Lake,2025-06-13,2025-06-13 12:26:11,12,Weekday,Peak,10.0,7.88,Y,None,2.7,6,441.26,R01017,None
FM133970,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 12:26:45,12,Weekday,Peak,10.0,13.35,N,Picker Unavailable / Understaffed,2.49,3,194.15,R00801,Man
FM132728,DS003,Delhi,Saket,2025-06-13,2025-06-13 12:26:54,12,Weekday,Peak,10.0,8.3,Y,None,1.88,5,566.76,R00310,None
FM132614,DS003,Delhi,Saket,2025-06-13,2025-06-13 12:27:16,12,Weekday,Peak,10.0,10.79,N,"Incorrect Picking (SKU error, re-pick)",2.64,2,679.1,R00322,Method
FM132227,DS001,Bengaluru,Koramangala,2025-06-13,2025-06-13 12:27:21,12,Weekday,Peak,10.0,4.5,Y,None,1.37,5,273.06,R00114,None
FM132707,DS003,Delhi,Saket,2025-06-13,2025-06-13 12:28:08,12,Weekday,Peak,10.0,6.52,Y,None,1.79,3,182.94,R00307,None
FM133191,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:28:20,12,Weekday,Peak,10.0,5.21,Y,None,2.09,5,169.23,R00508,None
FM132848,DS003,Delhi,Saket,2025-06-13,2025-06-13 12:30:24,12,Weekday,Peak,10.0,7.02,Y,None,3.24,3,214.21,R00310,None
FM134507,DS010,Kolkata,Salt Lake,2025-06-13,2025-06-13 12:30:38,12,Weekday,Peak,10.0,11.36,N,Rider Unavailable at Dispatch,2.15,5,240.38,R01005,Man
FM133762,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 12:31:02,12,Weekday,Peak,10.0,8.2,Y,None,2.4,5,382.87,R00711,None
FM134147,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 12:32:01,12,Weekday,Peak,10.0,6.47,Y,None,2.76,9,272.09,R00816,None
FM133108,DS004,Delhi,Rohini,2025-06-13,2025-06-13 12:33:36,12,Weekday,Peak,10.0,8.41,Y,None,3.21,5,938.98,R00403,None
FM134307,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 12:34:27,12,Weekday,Peak,10.0,12.85,N,Picker Unavailable / Understaffed,3.16,3,202.01,R00912,Man
FM133722,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 12:34:28,12,Weekday,Peak,10.0,7.21,Y,None,1.82,5,411.67,R00714,None
FM133876,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 12:34:40,12,Weekday,Peak,10.0,9.64,Y,None,3.37,4,526.24,R00708,None
FM133246,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:37:10,12,Weekday,Peak,10.0,4.79,Y,None,1.83,4,458.68,R00516,None
FM134461,DS010,Kolkata,Salt Lake,2025-06-13,2025-06-13 12:37:44,12,Weekday,Peak,10.0,8.35,Y,None,3.48,2,350.38,R01011,None
FM134327,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 12:38:25,12,Weekday,Peak,10.0,7.68,Y,None,2.36,7,191.56,R00913,None
FM133541,DS006,Mumbai,Powai,2025-06-13,2025-06-13 12:38:26,12,Weekday,Peak,10.0,10.38,N,Packing Station Bottleneck,2.72,6,605.51,R00615,Method
FM134440,DS010,Kolkata,Salt Lake,2025-06-13,2025-06-13 12:39:04,12,Weekday,Peak,10.0,7.42,Y,None,0.74,1,248.36,R01006,None
FM132475,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 12:39:24,12,Weekday,Peak,10.0,9.87,Y,None,1.32,2,500.73,R00201,None
FM132540,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 12:39:53,12,Weekday,Peak,10.0,12.15,N,Picker Unavailable / Understaffed,1.1,1,858.63,R00202,Man
FM134233,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 12:40:06,12,Weekday,Peak,10.0,7.68,Y,None,0.75,6,330.56,R00914,None
FM133627,DS006,Mumbai,Powai,2025-06-13,2025-06-13 12:40:13,12,Weekday,Peak,10.0,14.05,N,Traffic / Road Congestion,3.2,1,228.53,R00621,Environment
FM133183,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:41:02,12,Weekday,Peak,10.0,10.39,N,Rider Unavailable at Dispatch,1.62,2,911.12,R00518,Man
FM133262,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:41:06,12,Weekday,Peak,10.0,3.5,Y,None,3.03,4,1104.9,R00509,None
FM133212,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:41:36,12,Weekday,Peak,10.0,5.67,Y,None,0.99,4,195.69,R00515,None
FM132411,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 12:42:23,12,Weekday,Peak,10.0,12.58,N,Picker Unavailable / Understaffed,2.38,2,156.74,R00217,Man
FM132086,DS001,Bengaluru,Koramangala,2025-06-13,2025-06-13 12:42:39,12,Weekday,Peak,10.0,5.31,Y,None,2.78,2,497.46,R00111,None
FM134392,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 12:43:04,12,Weekday,Peak,10.0,5.42,Y,None,1.61,4,761.5,R00912,None
FM133049,DS004,Delhi,Rohini,2025-06-13,2025-06-13 12:43:17,12,Weekday,Peak,10.0,6.68,Y,None,2.46,3,282.88,R00404,None
FM133324,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:43:25,12,Weekday,Peak,10.0,6.16,Y,None,3.08,7,218.77,R00502,None
FM132620,DS003,Delhi,Saket,2025-06-13,2025-06-13 12:43:33,12,Weekday,Peak,10.0,7.75,Y,None,2.46,3,682.96,R00315,None
FM133517,DS006,Mumbai,Powai,2025-06-13,2025-06-13 12:44:03,12,Weekday,Peak,10.0,11.7,N,Rider Unavailable at Dispatch,2.2,6,841.47,R00605,Man
FM133760,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 12:44:12,12,Weekday,Peak,10.0,5.0,Y,None,1.15,3,270.14,R00703,None
FM133267,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:44:50,12,Weekday,Peak,10.0,7.92,Y,None,1.67,4,193.54,R00511,None
FM134407,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 12:44:51,12,Weekday,Peak,10.0,5.01,Y,None,1.73,1,885.75,R00918,None
FM133109,DS004,Delhi,Rohini,2025-06-13,2025-06-13 12:45:10,12,Weekday,Peak,10.0,9.73,Y,None,2.04,7,406.93,R00402,None
FM133234,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:45:28,12,Weekday,Peak,10.0,7.91,Y,None,2.6,4,83.83,R00507,None
FM134177,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 12:45:47,12,Weekday,Peak,10.0,8.69,Y,None,1.07,6,560.63,R00808,None
FM133450,DS006,Mumbai,Powai,2025-06-13,2025-06-13 12:46:29,12,Weekday,Peak,10.0,5.52,Y,None,3.37,2,351.86,R00616,None
FM132378,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 12:47:17,12,Weekday,Peak,10.0,6.38,Y,None,1.57,4,328.99,R00204,None
FM132972,DS004,Delhi,Rohini,2025-06-13,2025-06-13 12:50:01,12,Weekday,Peak,10.0,13.77,N,Rider Unavailable at Dispatch,0.43,4,650.82,R00415,Man
FM133190,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:50:05,12,Weekday,Peak,10.0,9.77,Y,None,1.2,6,908.8,R00507,None
FM132924,DS004,Delhi,Rohini,2025-06-13,2025-06-13 12:51:16,12,Weekday,Peak,10.0,10.5,N,Inventory Mismatch / Stockout,3.2,3,408.74,R00407,Material
FM132590,DS003,Delhi,Saket,2025-06-13,2025-06-13 12:51:46,12,Weekday,Peak,10.0,6.09,Y,None,1.46,3,599.88,R00301,None
FM134501,DS010,Kolkata,Salt Lake,2025-06-13,2025-06-13 12:52:52,12,Weekday,Peak,10.0,5.29,Y,None,1.47,1,255.71,R01015,None
FM134339,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 12:53:20,12,Weekday,Peak,10.0,7.8,Y,None,2.25,9,428.22,R00903,None
FM134363,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 12:53:28,12,Weekday,Peak,10.0,7.53,Y,None,1.46,7,471.53,R00915,None
FM132140,DS001,Bengaluru,Koramangala,2025-06-13,2025-06-13 12:53:44,12,Weekday,Peak,10.0,16.66,N,Packing Station Bottleneck,2.85,2,210.54,R00111,Method
FM132606,DS003,Delhi,Saket,2025-06-13,2025-06-13 12:53:50,12,Weekday,Peak,10.0,8.47,Y,None,1.99,5,263.5,R00313,None
FM133848,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 12:53:52,12,Weekday,Peak,10.0,12.65,N,Traffic / Road Congestion,1.25,5,279.98,R00710,Environment
FM133696,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 12:54:06,12,Weekday,Peak,10.0,14.25,N,Picker Unavailable / Understaffed,1.52,3,334.7,R00710,Man
FM133331,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 12:54:39,12,Weekday,Peak,10.0,4.91,Y,None,1.6,3,456.04,R00508,None
FM133561,DS006,Mumbai,Powai,2025-06-13,2025-06-13 12:54:43,12,Weekday,Peak,10.0,4.14,Y,None,1.87,2,253.55,R00616,None
FM132467,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 12:54:46,12,Weekday,Peak,10.0,6.79,Y,None,1.43,2,156.09,R00205,None
FM132966,DS004,Delhi,Rohini,2025-06-13,2025-06-13 12:55:24,12,Weekday,Peak,10.0,8.86,Y,None,1.24,8,386.14,R00410,None
FM134191,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 12:56:50,12,Weekday,Peak,10.0,7.1,Y,None,3.12,6,371.88,R00811,None
FM132350,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 12:57:17,12,Weekday,Peak,10.0,13.07,N,Rider Unavailable at Dispatch,2.31,3,412.1,R00210,Man
FM132784,DS003,Delhi,Saket,2025-06-13,2025-06-13 12:58:27,12,Weekday,Peak,10.0,8.48,Y,None,1.38,4,295.52,R00307,None
FM133287,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 13:00:10,13,Weekday,Peak,10.0,9.04,Y,None,3.06,4,485.25,R00516,None
FM132866,DS004,Delhi,Rohini,2025-06-13,2025-06-13 13:01:16,13,Weekday,Peak,10.0,7.89,Y,None,2.48,4,534.45,R00406,None
FM132149,DS001,Bengaluru,Koramangala,2025-06-13,2025-06-13 13:01:32,13,Weekday,Peak,10.0,14.69,N,"Incorrect Picking (SKU error, re-pick)",1.47,5,517.7,R00121,Method
FM133400,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 13:02:19,13,Weekday,Peak,10.0,9.43,Y,None,3.17,3,284.2,R00504,None
FM134378,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 13:02:27,13,Weekday,Peak,10.0,16.41,N,Picker Unavailable / Understaffed,2.85,3,413.34,R00913,Man
FM133351,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 13:02:46,13,Weekday,Peak,10.0,4.66,Y,None,2.74,6,748.36,R00512,None
FM133466,DS006,Mumbai,Powai,2025-06-13,2025-06-13 13:03:01,13,Weekday,Peak,10.0,21.56,N,Packing Station Bottleneck,1.53,5,830.8,R00609,Method
FM133858,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 13:04:16,13,Weekday,Peak,10.0,10.76,N,Customer Address / Location Issue,2.41,1,447.99,R00701,Environment
FM133693,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 13:04:27,13,Weekday,Peak,10.0,5.29,Y,None,2.03,3,400.38,R00702,None
FM134633,DS010,Kolkata,Salt Lake,2025-06-13,2025-06-13 13:04:31,13,Weekday,Peak,10.0,9.97,Y,None,1.66,4,564.6,R01010,None
FM132733,DS003,Delhi,Saket,2025-06-13,2025-06-13 13:07:36,13,Weekday,Peak,10.0,9.88,Y,None,1.83,1,212.56,R00303,None
FM134328,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 13:08:29,13,Weekday,Peak,10.0,9.33,Y,None,2.6,5,155.96,R00909,None
FM134072,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 13:08:46,13,Weekday,Peak,10.0,16.46,N,Picker Unavailable / Understaffed,2.3,3,543.05,R00809,Man
FM134412,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 13:09:29,13,Weekday,Peak,10.0,8.98,Y,None,3.5,4,591.8,R00909,None
FM132288,DS001,Bengaluru,Koramangala,2025-06-13,2025-06-13 13:10:27,13,Weekday,Peak,10.0,9.62,Y,None,0.74,4,72.94,R00114,None
FM133254,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 13:10:28,13,Weekday,Peak,10.0,5.5,Y,None,2.69,5,177.42,R00508,None
FM133211,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 13:10:47,13,Weekday,Peak,10.0,8.81,Y,None,1.95,3,910.57,R00513,None
FM134430,DS010,Kolkata,Salt Lake,2025-06-13,2025-06-13 13:10:55,13,Weekday,Peak,10.0,15.85,N,Picker Unavailable / Understaffed,0.7,9,530.22,R01013,Man
FM133243,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 13:11:11,13,Weekday,Peak,10.0,8.33,Y,None,0.98,7,928.58,R00510,None
FM132252,DS001,Bengaluru,Koramangala,2025-06-13,2025-06-13 13:11:11,13,Weekday,Peak,10.0,5.9,Y,None,2.3,2,171.46,R00101,None
FM133854,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 13:11:29,13,Weekday,Peak,10.0,4.49,Y,None,2.97,3,285.37,R00709,None
FM133260,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 13:12:21,13,Weekday,Peak,10.0,7.14,Y,None,0.82,6,117.87,R00505,None
FM134010,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 13:12:58,13,Weekday,Peak,10.0,7.59,Y,None,1.96,7,316.11,R00801,None
FM133711,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 13:13:33,13,Weekday,Peak,10.0,5.97,Y,None,1.05,4,749.6,R00711,None
FM134303,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 13:13:53,13,Weekday,Peak,10.0,8.0,Y,None,1.81,4,525.91,R00902,None
FM133106,DS004,Delhi,Rohini,2025-06-13,2025-06-13 13:14:15,13,Weekday,Peak,10.0,3.5,Y,None,0.91,7,509.89,R00407,None
FM134169,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 13:14:35,13,Weekday,Peak,10.0,12.61,N,Picker Unavailable / Understaffed,1.17,2,763.85,R00807,Man
FM133405,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 13:15:06,13,Weekday,Peak,10.0,11.44,N,Rider Unavailable at Dispatch,3.31,5,143.22,R00511,Man
FM134493,DS010,Kolkata,Salt Lake,2025-06-13,2025-06-13 13:15:06,13,Weekday,Peak,10.0,7.36,Y,None,1.7,8,228.97,R01009,None
FM134005,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 13:15:26,13,Weekday,Peak,10.0,3.69,Y,None,2.26,6,946.56,R00813,None
FM134126,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 13:15:29,13,Weekday,Peak,10.0,11.15,N,Inventory Mismatch / Stockout,1.88,1,466.9,R00810,Material
FM133233,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 13:15:36,13,Weekday,Peak,10.0,8.01,Y,None,1.94,5,254.06,R00517,None
FM134351,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 13:16:00,13,Weekday,Peak,10.0,6.33,Y,None,3.02,1,167.87,R00901,None
FM133697,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 13:16:30,13,Weekday,Peak,10.0,12.41,N,Rider Unavailable at Dispatch,1.08,4,351.57,R00702,Man
FM132878,DS004,Delhi,Rohini,2025-06-13,2025-06-13 13:16:31,13,Weekday,Peak,10.0,9.32,Y,None,1.86,3,853.18,R00415,None
FM132682,DS003,Delhi,Saket,2025-06-13,2025-06-13 13:16:48,13,Weekday,Peak,10.0,10.81,N,Picker Unavailable / Understaffed,2.87,7,129.53,R00320,Man
FM134267,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 13:17:08,13,Weekday,Peak,10.0,19.84,N,"Incorrect Picking (SKU error, re-pick)",3.38,2,445.49,R00901,Method
FM133046,DS004,Delhi,Rohini,2025-06-13,2025-06-13 13:17:11,13,Weekday,Peak,10.0,9.5,Y,None,2.11,3,253.25,R00413,None
FM132565,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 13:17:31,13,Weekday,Peak,10.0,8.3,Y,None,3.2,4,215.04,R00210,None
FM134012,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 13:17:38,13,Weekday,Peak,10.0,6.53,Y,None,1.77,6,388.37,R00809,None
FM134192,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 13:17:47,13,Weekday,Peak,10.0,8.32,Y,None,3.06,4,630.01,R00908,None
FM134300,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 13:18:02,13,Weekday,Peak,10.0,3.5,Y,None,1.61,6,280.47,R00913,None
FM132347,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 13:18:35,13,Weekday,Peak,10.0,9.33,Y,None,2.58,3,609.48,R00202,None
FM133158,DS004,Delhi,Rohini,2025-06-13,2025-06-13 13:19:35,13,Weekday,Peak,10.0,5.94,Y,None,1.21,5,493.0,R00412,None
FM133492,DS006,Mumbai,Powai,2025-06-13,2025-06-13 13:21:58,13,Weekday,Peak,10.0,5.9,Y,None,1.49,8,421.81,R00605,None
FM134340,DS009,Chennai,T Nagar,2025-06-13,2025-06-13 13:23:06,13,Weekday,Peak,10.0,8.52,Y,None,2.64,3,262.89,R00914,None
FM132498,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 13:23:38,13,Weekday,Peak,10.0,12.34,N,Rider Unavailable at Dispatch,2.7,4,450.1,R00215,Man
FM133826,DS007,Hyderabad,Gachibowli,2025-06-13,2025-06-13 13:24:08,13,Weekday,Peak,10.0,8.01,Y,None,1.88,6,1080.92,R00713,None
FM133995,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 13:24:42,13,Weekday,Peak,10.0,14.37,N,"Incorrect Picking (SKU error, re-pick)",1.68,2,347.4,R00813,Method
FM134180,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 13:25:12,13,Weekday,Peak,10.0,5.4,Y,None,1.08,7,506.97,R00807,None
FM132409,DS002,Bengaluru,Whitefield,2025-06-13,2025-06-13 13:25:52,13,Weekday,Peak,10.0,15.4,N,Picker Unavailable / Understaffed,3.32,1,289.1,R00216,Man
FM133169,DS005,Mumbai,Andheri,2025-06-13,2025-06-13 13:26:55,13,Weekday,Peak,10.0,12.09,N,App/Order Routing Glitch,1.02,6,314.09,R00509,Machine
FM132783,DS003,Delhi,Saket,2025-06-13,2025-06-13 13:27:12,13,Weekday,Peak,10.0,7.49,Y,None,2.41,6,315.94,R00305,None
FM132842,DS003,Delhi,Saket,2025-06-13,2025-06-13 13:27:18,13,Weekday,Peak,10.0,6.8,Y,None,0.76,1,456.5,R00325,None
FM133962,DS008,Pune,Hinjewadi,2025-06-13,2025-06-13 13:29:06,13,Weekday,Peak,10.0,8.54,Y,None,3.18,4,537.57,R00812,None
FM132279,DS001,Bengaluru,Koramangala,2025-06-13,2025-06-13 13:29:13,13,Weekday,Peak,10.0,8.59,Y,None,2.56,6,374.62,R00107,None
